what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1396548016255
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1396548016310
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1396548016325
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1396548016326
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1396548016363
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1396548016374
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1396548016395
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1396548016405
os,sysinfo,,,"macosx",1396548016411
arch,sysinfo,,,"x86_64",1396548016411
ws,sysinfo,,,"cocoa",1396548016411
locale,sysinfo,,,"en_US",1396548016411
processors,sysinfo,,,"4",1396548016411
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1396548016411
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1396548016411
java.specification.name,sysinfo,,,"Java Platform API Specification",1396548016411
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1396548016411
java.specification.version,sysinfo,,,"1.6",1396548016411
java.vendor,sysinfo,,,"Apple Inc.",1396548016411
java.version,sysinfo,,,"1.6.0_65",1396548016411
java.vm.info,sysinfo,,,"mixed mode",1396548016411
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1396548016411
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1396548016411
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1396548016411
java.vm.specification.version,sysinfo,,,"1.0",1396548016411
java.vm.vendor,sysinfo,,,"Apple Inc.",1396548016411
java.vm.version,sysinfo,,,"20.65-b04-462",1396548016411
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1396548016561
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1396548016898
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1396548016938
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1396548017067
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1396548017780
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1396548018686
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1396548018762
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1396548018983
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1396548019027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396548032035
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1396548032041
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1396548043545
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1396548043566
